Leading Cancer Sites,Leading Cancer Sites Code,Year,Sex,Sex Code,Race,Race Code,Count
Thyroid,32010,2002,Female,F,White,2106-3,4874.0
Thyroid,32010,2002,Female,F,Other Races and Unknown combined,2131-1,83.0
Thyroid,32010,2002,Male,M,Asian or Pacific Islander,A-PI,67.0
Thyroid,32010,2002,Male,M,Black or African American,2054-5,63.0
Thyroid,32010,2002,Male,M,White,2106-3,1051.0
Thyroid,32010,2002,Male,M,Other Races and Unknown combined,2131-1,24.0
Thyroid,32010,2003,Female,F,American Indian or Alaska Native,1002-5,48.0
Thyroid,32010,2003,Female,F,Asian or Pacific Islander,A-PI,338.0
Thyroid,32010,2003,Female,F,Black or African American,2054-5,468.0
Thyroid,32010,2003,Female,F,White,2106-3,4954.0
Thyroid,32010,2003,Female,F,Other Races and Unknown combined,2131-1,100.0
Thyroid,32010,2003,Male,M,Asian or Pacific Islander,A-PI,66.0
Thyroid,32010,2003,Male,M,Black or African American,2054-5,58.0
Thyroid,32010,2003,Male,M,White,2106-3,1024.0
Thyroid,32010,2003,Male,M,Other Races and Unknown combined,2131-1,29.0
Thyroid,32010,2004,Female,F,American Indian or Alaska Native,1002-5,64.0
Thyroid,32010,2004,Female,F,Asian or Pacific Islander,A-PI,347.0
Thyroid,32010,2004,Female,F,Black or African American,2054-5,472.0
Thyroid,32010,2004,Female,F,White,2106-3,5403.0
Thyroid,32010,2004,Female,F,Other Races and Unknown combined,2131-1,96.0
Thyroid,32010,2004,Male,M,Asian or Pacific Islander,A-PI,65.0
Thyroid,32010,2004,Male,M,Black or African American,2054-5,62.0
Thyroid,32010,2004,Male,M,White,2106-3,1076.0
Thyroid,32010,2004,Male,M,Other Races and Unknown combined,2131-1,22.0
Thyroid,32010,2005,Female,F,American Indian or Alaska Native,1002-5,40.0
Thyroid,32010,2005,Female,F,Asian or Pacific Islander,A-PI,391.0
Thyroid,32010,2005,Female,F,Black or African American,2054-5,488.0
Thyroid,32010,2005,Female,F,White,2106-3,5395.0
Thyroid,32010,2005,Female,F,Other Races and Unknown combined,2131-1,122.0
Thyroid,32010,2005,Male,M,Asian or Pacific Islander,A-PI,67.0
Thyroid,32010,2005,Male,M,Black or African American,2054-5,59.0
Thyroid,32010,2005,Male,M,White,2106-3,1156.0
Thyroid,32010,2005,Male,M,Other Races and Unknown combined,2131-1,29.0
Thyroid,32010,2006,Female,F,American Indian or Alaska Native,1002-5,48.0
Thyroid,32010,2006,Female,F,Asian or Pacific Islander,A-PI,432.0
Thyroid,32010,2006,Female,F,Black or African American,2054-5,462.0
Thyroid,32010,2006,Female,F,White,2106-3,5774.0
Thyroid,32010,2006,Female,F,Other Races and Unknown combined,2131-1,132.0
Thyroid,32010,2006,Male,M,Asian or Pacific Islander,A-PI,88.0
Thyroid,32010,2006,Male,M,Black or African American,2054-5,59.0
Thyroid,32010,2006,Male,M,White,2106-3,1179.0
Thyroid,32010,2006,Male,M,Other Races and Unknown combined,2131-1,26.0
Thyroid,32010,2007,Female,F,American Indian or Alaska Native,1002-5,63.0
Thyroid,32010,2007,Female,F,Asian or Pacific Islander,A-PI,471.0
Thyroid,32010,2007,Female,F,Black or African American,2054-5,498.0
Thyroid,32010,2007,Female,F,White,2106-3,6216.0
Thyroid,32010,2007,Female,F,Other Races and Unknown combined,2131-1,130.0
Thyroid,32010,2007,Male,M,Asian or Pacific Islander,A-PI,81.0
Thyroid,32010,2007,Male,M,Black or African American,2054-5,88.0
Thyroid,32010,2007,Male,M,White,2106-3,1274.0
Thyroid,32010,2007,Male,M,Other Races and Unknown combined,2131-1,33.0
Thyroid,32010,2008,Female,F,American Indian or Alaska Native,1002-5,59.0
Thyroid,32010,2008,Female,F,Asian or Pacific Islander,A-PI,512.0
Thyroid,32010,2008,Female,F,Black or African American,2054-5,553.0
Thyroid,32010,2008,Female,F,White,2106-3,6782.0
Thyroid,32010,2008,Female,F,Other Races and Unknown combined,2131-1,162.0
Thyroid,32010,2008,Male,M,Asian or Pacific Islander,A-PI,112.0
Thyroid,32010,2008,Male,M,Black or African American,2054-5,79.0
Thyroid,32010,2008,Male,M,White,2106-3,1384.0
Thyroid,32010,2008,Male,M,Other Races and Unknown combined,2131-1,25.0
Thyroid,32010,2009,Female,F,American Indian or Alaska Native,1002-5,67.0
Thyroid,32010,2009,Female,F,Asian or Pacific Islander,A-PI,590.0
Thyroid,32010,2009,Female,F,Black or African American,2054-5,545.0
Thyroid,32010,2009,Female,F,White,2106-3,7176.0
Thyroid,32010,2009,Female,F,Other Races and Unknown combined,2131-1,164.0
Thyroid,32010,2009,Male,M,American Indian or Alaska Native,1002-5,20.0
Thyroid,32010,2009,Male,M,Asian or Pacific Islander,A-PI,111.0
Thyroid,32010,2009,Male,M,Black or African American,2054-5,87.0
Thyroid,32010,2009,Male,M,White,2106-3,1493.0
Thyroid,32010,2009,Male,M,Other Races and Unknown combined,2131-1,29.0
Thyroid,32010,2010,Female,F,American Indian or Alaska Native,1002-5,68.0
Thyroid,32010,2010,Female,F,Asian or Pacific Islander,A-PI,598.0
Thyroid,32010,2010,Female,F,Black or African American,2054-5,644.0
Thyroid,32010,2010,Female,F,White,2106-3,7233.0
Thyroid,32010,2010,Female,F,Other Races and Unknown combined,2131-1,127.0
Thyroid,32010,2010,Male,M,American Indian or Alaska Native,1002-5,19.0
Thyroid,32010,2010,Male,M,Asian or Pacific Islander,A-PI,121.0
Thyroid,32010,2010,Male,M,Black or African American,2054-5,96.0
Thyroid,32010,2010,Male,M,White,2106-3,1473.0
Thyroid,32010,2010,Male,M,Other Races and Unknown combined,2131-1,36.0
Thyroid,32010,2011,Female,F,American Indian or Alaska Native,1002-5,83.0
Thyroid,32010,2011,Female,F,Asian or Pacific Islander,A-PI,636.0
Thyroid,32010,2011,Female,F,Black or African American,2054-5,668.0
Thyroid,32010,2011,Female,F,White,2106-3,7331.0
Thyroid,32010,2011,Female,F,Other Races and Unknown combined,2131-1,158.0
Thyroid,32010,2011,Male,M,Asian or Pacific Islander,A-PI,136.0
Thyroid,32010,2011,Male,M,Black or African American,2054-5,96.0
Thyroid,32010,2011,Male,M,White,2106-3,1574.0
Thyroid,32010,2011,Male,M,Other Races and Unknown combined,2131-1,30.0
Thyroid,32010,2012,Female,F,American Indian or Alaska Native,1002-5,82.0
Thyroid,32010,2012,Female,F,Asian or Pacific Islander,A-PI,698.0
Thyroid,32010,2012,Female,F,Black or African American,2054-5,670.0
Thyroid,32010,2012,Female,F,White,2106-3,7636.0
Thyroid,32010,2012,Female,F,Other Races and Unknown combined,2131-1,193.0
Thyroid,32010,2012,Male,M,Asian or Pacific Islander,A-PI,143.0
Thyroid,32010,2012,Male,M,Black or African American,2054-5,107.0
Thyroid,32010,2012,Male,M,White,2106-3,1709.0
Thyroid,32010,2012,Male,M,Other Races and Unknown combined,2131-1,42.0
Thyroid,32010,2013,Female,F,American Indian or Alaska Native,1002-5,75.0
Thyroid,32010,2013,Female,F,Asian or Pacific Islander,A-PI,719.0
Thyroid,32010,2013,Female,F,Black or African American,2054-5,662.0
Thyroid,32010,2013,Female,F,White,2106-3,7862.0
Thyroid,32010,2013,Female,F,Other Races and Unknown combined,2131-1,199.0
Thyroid,32010,2013,Male,M,American Indian or Alaska Native,1002-5,17.0
Thyroid,32010,2013,Male,M,Asian or Pacific Islander,A-PI,159.0
Thyroid,32010,2013,Male,M,Black or African American,2054-5,103.0
Thyroid,32010,2013,Male,M,White,2106-3,1672.0
Thyroid,32010,2013,Male,M,Other Races and Unknown combined,2131-1,54.0
Thyroid,32010,2014,Female,F,American Indian or Alaska Native,1002-5,101.0
Thyroid,32010,2014,Female,F,Asian or Pacific Islander,A-PI,715.0
Thyroid,32010,2014,Female,F,Black or African American,2054-5,696.0
Thyroid,32010,2014,Female,F,White,2106-3,7882.0
Thyroid,32010,2014,Female,F,Other Races and Unknown combined,2131-1,227.0
Thyroid,32010,2014,Male,M,American Indian or Alaska Native,1002-5,19.0
Thyroid,32010,2014,Male,M,Asian or Pacific Islander,A-PI,175.0
Thyroid,32010,2014,Male,M,Black or African American,2054-5,98.0
Thyroid,32010,2014,Male,M,White,2106-3,1738.0
Thyroid,32010,2014,Male,M,Other Races and Unknown combined,2131-1,52.0
Thyroid,32010,2015,Female,F,American Indian or Alaska Native,1002-5,90.0
Thyroid,32010,2015,Female,F,Asian or Pacific Islander,A-PI,791.0
Thyroid,32010,2015,Female,F,Black or African American,2054-5,708.0
Thyroid,32010,2015,Female,F,White,2106-3,8269.0
Thyroid,32010,2015,Female,F,Other Races and Unknown combined,2131-1,224.0
Thyroid,32010,2015,Male,M,Asian or Pacific Islander,A-PI,168.0
Thyroid,32010,2015,Male,M,Black or African American,2054-5,126.0
Thyroid,32010,2015,Male,M,White,2106-3,1826.0
Thyroid,32010,2015,Male,M,Other Races and Unknown combined,2131-1,59.0
Thyroid,32010,2016,Female,F,American Indian or Alaska Native,1002-5,90.0
Thyroid,32010,2016,Female,F,Asian or Pacific Islander,A-PI,771.0
Thyroid,32010,2016,Female,F,Black or African American,2054-5,717.0
Thyroid,32010,2016,Female,F,White,2106-3,7994.0
Thyroid,32010,2016,Female,F,Other Races and Unknown combined,2131-1,214.0
Thyroid,32010,2016,Male,M,American Indian or Alaska Native,1002-5,24.0
Thyroid,32010,2016,Male,M,Asian or Pacific Islander,A-PI,179.0
Thyroid,32010,2016,Male,M,Black or African American,2054-5,99.0
Thyroid,32010,2016,Male,M,White,2106-3,1851.0
Thyroid,32010,2016,Male,M,Other Races and Unknown combined,2131-1,61.0
Thyroid,32010,2017,Female,F,American Indian or Alaska Native,1002-5,83.0
Thyroid,32010,2017,Female,F,Asian or Pacific Islander,A-PI,748.0
Thyroid,32010,2017,Female,F,Black or African American,2054-5,627.0
Thyroid,32010,2017,Female,F,White,2106-3,7422.0
Thyroid,32010,2017,Female,F,Other Races and Unknown combined,2131-1,291.0
Thyroid,32010,2017,Male,M,American Indian or Alaska Native,1002-5,19.0
Thyroid,32010,2017,Male,M,Asian or Pacific Islander,A-PI,181.0
Thyroid,32010,2017,Male,M,Black or African American,2054-5,88.0
Thyroid,32010,2017,Male,M,White,2106-3,1826.0
Thyroid,32010,2017,Male,M,Other Races and Unknown combined,2131-1,68.0
Thyroid,32010,2018,Female,F,American Indian or Alaska Native,1002-5,115.0
Thyroid,32010,2018,Female,F,Asian or Pacific Islander,A-PI,804.0
Thyroid,32010,2018,Female,F,Black or African American,2054-5,634.0
Thyroid,32010,2018,Female,F,White,2106-3,7437.0
Thyroid,32010,2018,Female,F,Other Races and Unknown combined,2131-1,287.0
Thyroid,32010,2018,Male,M,Asian or Pacific Islander,A-PI,179.0
Thyroid,32010,2018,Male,M,Black or African American,2054-5,107.0
Thyroid,32010,2018,Male,M,White,2106-3,1784.0
Thyroid,32010,2018,Male,M,Other Races and Unknown combined,2131-1,58.0
Thyroid,32010,2019,Female,F,American Indian or Alaska Native,1002-5,91.0
Thyroid,32010,2019,Female,F,Asian or Pacific Islander,A-PI,867.0
Thyroid,32010,2019,Female,F,Black or African American,2054-5,616.0
Thyroid,32010,2019,Female,F,White,2106-3,7370.0
Thyroid,32010,2019,Female,F,Other Races and Unknown combined,2131-1,330.0
Thyroid,32010,2019,Male,M,American Indian or Alaska Native,1002-5,16.0
Thyroid,32010,2019,Male,M,Asian or Pacific Islander,A-PI,212.0
Thyroid,32010,2019,Male,M,Black or African American,2054-5,85.0
Thyroid,32010,2019,Male,M,White,2106-3,1756.0
Thyroid,32010,2019,Male,M,Other Races and Unknown combined,2131-1,79.0
Thyroid,32010,2020,Female,F,American Indian or Alaska Native,1002-5,97.0
Thyroid,32010,2020,Female,F,Asian or Pacific Islander,A-PI,669.0
Thyroid,32010,2020,Female,F,Black or African American,2054-5,602.0
Thyroid,32010,2020,Female,F,White,2106-3,6401.0
Thyroid,32010,2020,Female,F,Other Races and Unknown combined,2131-1,318.0
Thyroid,32010,2020,Male,M,American Indian or Alaska Native,1002-5,18.0
Thyroid,32010,2020,Male,M,Asian or Pacific Islander,A-PI,184.0
Thyroid,32010,2020,Male,M,Black or African American,2054-5,88.0
Thyroid,32010,2020,Male,M,White,2106-3,1580.0
Thyroid,32010,2020,Male,M,Other Races and Unknown combined,2131-1,69.0
Thyroid,32010,2021,Female,F,American Indian or Alaska Native,1002-5,94.0
Thyroid,32010,2021,Female,F,Asian or Pacific Islander,A-PI,785.0
Thyroid,32010,2021,Female,F,Black or African American,2054-5,658.0
Thyroid,32010,2021,Female,F,White,2106-3,6930.0
Thyroid,32010,2021,Female,F,Other Races and Unknown combined,2131-1,359.0
Thyroid,32010,2021,Male,M,American Indian or Alaska Native,1002-5,17.0
Thyroid,32010,2021,Male,M,Asian or Pacific Islander,A-PI,224.0
Thyroid,32010,2021,Male,M,Black or African American,2054-5,92.0
Thyroid,32010,2021,Male,M,White,2106-3,1682.0
Thyroid,32010,2021,Male,M,Other Races and Unknown combined,2131-1,103.0
"Urinary Bladder, invasive and in situ",29010,1999,Female,F,Black or African American,2054-5,21.0
"Urinary Bladder, invasive and in situ",29010,1999,Female,F,White,2106-3,242.0
"Urinary Bladder, invasive and in situ",29010,1999,Male,M,Black or African American,2054-5,22.0
"Urinary Bladder, invasive and in situ",29010,1999,Male,M,White,2106-3,511.0
"Urinary Bladder, invasive and in situ",29010,2000,Female,F,White,2106-3,226.0
"Urinary Bladder, invasive and in situ",29010,2000,Male,M,Black or African American,2054-5,43.0
"Urinary Bladder, invasive and in situ",29010,2000,Male,M,White,2106-3,531.0
"Urinary Bladder, invasive and in situ",29010,2001,Female,F,White,2106-3,198.0
"Urinary Bladder, invasive and in situ",29010,2001,Male,M,Black or African American,2054-5,37.0
"Urinary Bladder, invasive and in situ",29010,2001,Male,M,White,2106-3,450.0
"Urinary Bladder, invasive and in situ",29010,2002,Female,F,White,2106-3,209.0
"Urinary Bladder, invasive and in situ",29010,2002,Male,M,Asian or Pacific Islander,A-PI,17.0
"Urinary Bladder, invasive and in situ",29010,2002,Male,M,Black or African American,2054-5,37.0
"Urinary Bladder, invasive and in situ",29010,2002,Male,M,White,2106-3,453.0
"Urinary Bladder, invasive and in situ",29010,2003,Female,F,White,2106-3,199.0
"Urinary Bladder, invasive and in situ",29010,2003,Male,M,Black or African American,2054-5,29.0
"Urinary Bladder, invasive and in situ",29010,2003,Male,M,White,2106-3,433.0
"Urinary Bladder, invasive and in situ",29010,2004,Female,F,White,2106-3,181.0
"Urinary Bladder, invasive and in situ",29010,2004,Male,M,Black or African American,2054-5,34.0
"Urinary Bladder, invasive and in situ",29010,2004,Male,M,White,2106-3,433.0
"Urinary Bladder, invasive and in situ",29010,2005,Female,F,White,2106-3,186.0
"Urinary Bladder, invasive and in situ",29010,2005,Male,M,Black or African American,2054-5,28.0
"Urinary Bladder, invasive and in situ",29010,2005,Male,M,White,2106-3,409.0
"Urinary Bladder, invasive and in situ",29010,2005,Male,M,Other Races and Unknown combined,2131-1,19.0
"Urinary Bladder, invasive and in situ",29010,2006,Female,F,White,2106-3,163.0
"Urinary Bladder, invasive and in situ",29010,2006,Male,M,Black or African American,2054-5,33.0
"Urinary Bladder, invasive and in situ",29010,2006,Male,M,White,2106-3,395.0
"Urinary Bladder, invasive and in situ",29010,2007,Female,F,White,2106-3,155.0
"Urinary Bladder, invasive and in situ",29010,2007,Male,M,Black or African American,2054-5,32.0
"Urinary Bladder, invasive and in situ",29010,2007,Male,M,White,2106-3,380.0
"Urinary Bladder, invasive and in situ",29010,2008,Female,F,White,2106-3,156.0
"Urinary Bladder, invasive and in situ",29010,2008,Male,M,Black or African American,2054-5,39.0
"Urinary Bladder, invasive and in situ",29010,2008,Male,M,White,2106-3,402.0
"Urinary Bladder, invasive and in situ",29010,2008,Male,M,Other Races and Unknown combined,2131-1,19.0
"Urinary Bladder, invasive and in situ",29010,2009,Female,F,White,2106-3,169.0
"Urinary Bladder, invasive and in situ",29010,2009,Male,M,Black or African American,2054-5,37.0
"Urinary Bladder, invasive and in situ",29010,2009,Male,M,White,2106-3,381.0
"Urinary Bladder, invasive and in situ",29010,2009,Male,M,Other Races and Unknown combined,2131-1,18.0
"Urinary Bladder, invasive and in situ",29010,2010,Female,F,White,2106-3,148.0
"Urinary Bladder, invasive and in situ",29010,2010,Male,M,White,2106-3,412.0
"Urinary Bladder, invasive and in situ",29010,2011,Female,F,White,2106-3,162.0
"Urinary Bladder, invasive and in situ",29010,2011,Male,M,Black or African American,2054-5,30.0
"Urinary Bladder, invasive and in situ",29010,2011,Male,M,White,2106-3,343.0
"Urinary Bladder, invasive and in situ",29010,2012,Female,F,White,2106-3,156.0
"Urinary Bladder, invasive and in situ",29010,2012,Male,M,Asian or Pacific Islander,A-PI,16.0
"Urinary Bladder, invasive and in situ",29010,2012,Male,M,Black or African American,2054-5,34.0
"Urinary Bladder, invasive and in situ",29010,2012,Male,M,White,2106-3,366.0
"Urinary Bladder, invasive and in situ",29010,2013,Female,F,White,2106-3,145.0
"Urinary Bladder, invasive and in situ",29010,2013,Male,M,Black or African American,2054-5,28.0
"Urinary Bladder, invasive and in situ",29010,2013,Male,M,White,2106-3,335.0
"Urinary Bladder, invasive and in situ",29010,2013,Male,M,Other Races and Unknown combined,2131-1,16.0
"Urinary Bladder, invasive and in situ",29010,2014,Female,F,Black or African American,2054-5,23.0
"Urinary Bladder, invasive and in situ",29010,2014,Female,F,White,2106-3,150.0
"Urinary Bladder, invasive and in situ",29010,2014,Male,M,Asian or Pacific Islander,A-PI,18.0
"Urinary Bladder, invasive and in situ",29010,2014,Male,M,Black or African American,2054-5,29.0
"Urinary Bladder, invasive and in situ",29010,2014,Male,M,White,2106-3,351.0
"Urinary Bladder, invasive and in situ",29010,2015,Female,F,White,2106-3,162.0
"Urinary Bladder, invasive and in situ",29010,2015,Male,M,Asian or Pacific Islander,A-PI,19.0
"Urinary Bladder, invasive and in situ",29010,2015,Male,M,Black or African American,2054-5,32.0
"Urinary Bladder, invasive and in situ",29010,2015,Male,M,White,2106-3,370.0
"Urinary Bladder, invasive and in situ",29010,2015,Male,M,Other Races and Unknown combined,2131-1,20.0
"Urinary Bladder, invasive and in situ",29010,2016,Female,F,White,2106-3,201.0
"Urinary Bladder, invasive and in situ",29010,2016,Male,M,Black or African American,2054-5,44.0
"Urinary Bladder, invasive and in situ",29010,2016,Male,M,White,2106-3,337.0
"Urinary Bladder, invasive and in situ",29010,2016,Male,M,Other Races and Unknown combined,2131-1,16.0
"Urinary Bladder, invasive and in situ",29010,2017,Female,F,White,2106-3,157.0
"Urinary Bladder, invasive and in situ",29010,2017,Male,M,Asian or Pacific Islander,A-PI,23.0
"Urinary Bladder, invasive and in situ",29010,2017,Male,M,Black or African American,2054-5,33.0
"Urinary Bladder, invasive and in situ",29010,2017,Male,M,White,2106-3,332.0
"Urinary Bladder, invasive and in situ",29010,2018,Female,F,Black or African American,2054-5,17.0
"Urinary Bladder, invasive and in situ",29010,2018,Female,F,White,2106-3,178.0
"Urinary Bladder, invasive and in situ",29010,2018,Male,M,Asian or Pacific Islander,A-PI,22.0
"Urinary Bladder, invasive and in situ",29010,2018,Male,M,Black or African American,2054-5,33.0
"Urinary Bladder, invasive and in situ",29010,2018,Male,M,White,2106-3,346.0
"Urinary Bladder, invasive and in situ",29010,2018,Male,M,Other Races and Unknown combined,2131-1,17.0
"Urinary Bladder, invasive and in situ",29010,2019,Female,F,Black or African American,2054-5,21.0
"Urinary Bladder, invasive and in situ",29010,2019,Female,F,White,2106-3,154.0
"Urinary Bladder, invasive and in situ",29010,2019,Male,M,Asian or Pacific Islander,A-PI,20.0
"Urinary Bladder, invasive and in situ",29010,2019,Male,M,Black or African American,2054-5,30.0
"Urinary Bladder, invasive and in situ",29010,2019,Male,M,White,2106-3,327.0
"Urinary Bladder, invasive and in situ",29010,2019,Male,M,Other Races and Unknown combined,2131-1,16.0
"Urinary Bladder, invasive and in situ",29010,2020,Female,F,White,2106-3,115.0
"Urinary Bladder, invasive and in situ",29010,2020,Male,M,Asian or Pacific Islander,A-PI,17.0
"Urinary Bladder, invasive and in situ",29010,2020,Male,M,Black or African American,2054-5,32.0
"Urinary Bladder, invasive and in situ",29010,2020,Male,M,White,2106-3,299.0
"Urinary Bladder, invasive and in situ",29010,2020,Male,M,Other Races and Unknown combined,2131-1,18.0
