Leading Cancer Sites,Leading Cancer Sites Code,Year,Age Groups,Age Groups Code,Sex,Sex Code,Race,Race Code,Count
Stomach,21020,2003,35-39 years,35-39,Male,M,Black or African American,2054-5,20.0
Stomach,21020,2003,35-39 years,35-39,Male,M,White,2106-3,144.0
Stomach,21020,2004,25-29 years,25-29,Female,F,White,2106-3,19.0
Stomach,21020,2004,25-29 years,25-29,Male,M,White,2106-3,19.0
Stomach,21020,2004,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2004,30-34 years,30-34,Female,F,Black or African American,2054-5,18.0
Stomach,21020,2004,30-34 years,30-34,Female,F,White,2106-3,55.0
Stomach,21020,2004,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Stomach,21020,2004,30-34 years,30-34,Male,M,White,2106-3,63.0
Stomach,21020,2004,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2004,35-39 years,35-39,Female,F,Black or African American,2054-5,26.0
Stomach,21020,2004,35-39 years,35-39,Female,F,White,2106-3,111.0
Stomach,21020,2004,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,18.0
Stomach,21020,2004,35-39 years,35-39,Male,M,Black or African American,2054-5,46.0
Stomach,21020,2004,35-39 years,35-39,Male,M,White,2106-3,112.0
Stomach,21020,2005,20-24 years,20-24,Female,F,White,2106-3,17.0
Stomach,21020,2005,20-24 years,20-24,Male,M,White,2106-3,16.0
Stomach,21020,2005,25-29 years,25-29,Female,F,White,2106-3,33.0
Stomach,21020,2005,25-29 years,25-29,Male,M,White,2106-3,20.0
Stomach,21020,2005,30-34 years,30-34,Female,F,Black or African American,2054-5,21.0
Stomach,21020,2005,30-34 years,30-34,Female,F,White,2106-3,57.0
Stomach,21020,2005,30-34 years,30-34,Male,M,White,2106-3,74.0
Stomach,21020,2005,35-39 years,35-39,Female,F,Black or African American,2054-5,32.0
Stomach,21020,2005,35-39 years,35-39,Female,F,White,2106-3,92.0
Stomach,21020,2005,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,19.0
Stomach,21020,2005,35-39 years,35-39,Male,M,Black or African American,2054-5,29.0
Stomach,21020,2005,35-39 years,35-39,Male,M,White,2106-3,124.0
Stomach,21020,2006,20-24 years,20-24,Male,M,White,2106-3,18.0
Stomach,21020,2006,25-29 years,25-29,Female,F,White,2106-3,27.0
Stomach,21020,2006,25-29 years,25-29,Male,M,White,2106-3,28.0
Stomach,21020,2006,30-34 years,30-34,Female,F,Black or African American,2054-5,17.0
Stomach,21020,2006,30-34 years,30-34,Female,F,White,2106-3,59.0
Stomach,21020,2006,30-34 years,30-34,Male,M,White,2106-3,55.0
Stomach,21020,2006,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,24.0
Stomach,21020,2006,35-39 years,35-39,Female,F,Black or African American,2054-5,31.0
Stomach,21020,2006,35-39 years,35-39,Female,F,White,2106-3,109.0
Stomach,21020,2006,35-39 years,35-39,Male,M,Black or African American,2054-5,31.0
Stomach,21020,2006,35-39 years,35-39,Male,M,White,2106-3,134.0
Stomach,21020,2007,20-24 years,20-24,Male,M,White,2106-3,20.0
Stomach,21020,2007,25-29 years,25-29,Female,F,White,2106-3,48.0
Stomach,21020,2007,25-29 years,25-29,Male,M,White,2106-3,35.0
Stomach,21020,2007,30-34 years,30-34,Female,F,White,2106-3,69.0
Stomach,21020,2007,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Stomach,21020,2007,30-34 years,30-34,Male,M,White,2106-3,60.0
Stomach,21020,2007,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2007,35-39 years,35-39,Female,F,Black or African American,2054-5,30.0
Stomach,21020,2007,35-39 years,35-39,Female,F,White,2106-3,99.0
Stomach,21020,2007,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,19.0
Stomach,21020,2007,35-39 years,35-39,Male,M,Black or African American,2054-5,30.0
Stomach,21020,2007,35-39 years,35-39,Male,M,White,2106-3,143.0
Stomach,21020,2008,25-29 years,25-29,Female,F,White,2106-3,42.0
Stomach,21020,2008,25-29 years,25-29,Male,M,White,2106-3,37.0
Stomach,21020,2008,30-34 years,30-34,Female,F,Black or African American,2054-5,18.0
Stomach,21020,2008,30-34 years,30-34,Female,F,White,2106-3,66.0
Stomach,21020,2008,30-34 years,30-34,Male,M,White,2106-3,65.0
Stomach,21020,2008,35-39 years,35-39,Female,F,Black or African American,2054-5,27.0
Stomach,21020,2008,35-39 years,35-39,Female,F,White,2106-3,101.0
Stomach,21020,2008,35-39 years,35-39,Male,M,Black or African American,2054-5,32.0
Stomach,21020,2008,35-39 years,35-39,Male,M,White,2106-3,125.0
Stomach,21020,2009,20-24 years,20-24,Female,F,White,2106-3,18.0
Stomach,21020,2009,25-29 years,25-29,Female,F,White,2106-3,36.0
Stomach,21020,2009,25-29 years,25-29,Male,M,White,2106-3,30.0
Stomach,21020,2009,30-34 years,30-34,Female,F,Black or African American,2054-5,18.0
Stomach,21020,2009,30-34 years,30-34,Female,F,White,2106-3,56.0
Stomach,21020,2009,30-34 years,30-34,Male,M,White,2106-3,65.0
Stomach,21020,2009,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,21.0
Stomach,21020,2009,35-39 years,35-39,Female,F,Black or African American,2054-5,26.0
Stomach,21020,2009,35-39 years,35-39,Female,F,White,2106-3,104.0
Stomach,21020,2009,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,18.0
Stomach,21020,2009,35-39 years,35-39,Male,M,Black or African American,2054-5,30.0
Stomach,21020,2009,35-39 years,35-39,Male,M,White,2106-3,125.0
Stomach,21020,2010,25-29 years,25-29,Female,F,White,2106-3,24.0
Stomach,21020,2010,25-29 years,25-29,Male,M,White,2106-3,31.0
Stomach,21020,2010,30-34 years,30-34,Female,F,White,2106-3,75.0
Stomach,21020,2010,30-34 years,30-34,Male,M,Black or African American,2054-5,18.0
Stomach,21020,2010,30-34 years,30-34,Male,M,White,2106-3,82.0
Stomach,21020,2010,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,28.0
Stomach,21020,2010,35-39 years,35-39,Female,F,Black or African American,2054-5,33.0
Stomach,21020,2010,35-39 years,35-39,Female,F,White,2106-3,106.0
Stomach,21020,2010,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2010,35-39 years,35-39,Male,M,Black or African American,2054-5,31.0
Stomach,21020,2010,35-39 years,35-39,Male,M,White,2106-3,149.0
Stomach,21020,2011,20-24 years,20-24,Female,F,White,2106-3,19.0
Stomach,21020,2011,25-29 years,25-29,Female,F,White,2106-3,35.0
Stomach,21020,2011,25-29 years,25-29,Male,M,White,2106-3,36.0
Stomach,21020,2011,30-34 years,30-34,Female,F,Black or African American,2054-5,21.0
Stomach,21020,2011,30-34 years,30-34,Female,F,White,2106-3,75.0
Stomach,21020,2011,30-34 years,30-34,Male,M,White,2106-3,72.0
Stomach,21020,2011,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,17.0
Stomach,21020,2011,35-39 years,35-39,Female,F,Black or African American,2054-5,32.0
Stomach,21020,2011,35-39 years,35-39,Female,F,White,2106-3,88.0
Stomach,21020,2011,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,19.0
Stomach,21020,2011,35-39 years,35-39,Male,M,Black or African American,2054-5,22.0
Stomach,21020,2011,35-39 years,35-39,Male,M,White,2106-3,121.0
Stomach,21020,2012,20-24 years,20-24,Female,F,White,2106-3,17.0
Stomach,21020,2012,25-29 years,25-29,Female,F,White,2106-3,33.0
Stomach,21020,2012,25-29 years,25-29,Male,M,White,2106-3,38.0
Stomach,21020,2012,30-34 years,30-34,Female,F,Black or African American,2054-5,20.0
Stomach,21020,2012,30-34 years,30-34,Female,F,White,2106-3,72.0
Stomach,21020,2012,30-34 years,30-34,Male,M,Black or African American,2054-5,19.0
Stomach,21020,2012,30-34 years,30-34,Male,M,White,2106-3,80.0
Stomach,21020,2012,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,23.0
Stomach,21020,2012,35-39 years,35-39,Female,F,Black or African American,2054-5,27.0
Stomach,21020,2012,35-39 years,35-39,Female,F,White,2106-3,122.0
Stomach,21020,2012,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Stomach,21020,2012,35-39 years,35-39,Male,M,White,2106-3,111.0
Stomach,21020,2013,20-24 years,20-24,Female,F,White,2106-3,24.0
Stomach,21020,2013,20-24 years,20-24,Male,M,White,2106-3,22.0
Stomach,21020,2013,25-29 years,25-29,Female,F,White,2106-3,34.0
Stomach,21020,2013,25-29 years,25-29,Male,M,White,2106-3,30.0
Stomach,21020,2013,30-34 years,30-34,Female,F,Black or African American,2054-5,18.0
Stomach,21020,2013,30-34 years,30-34,Female,F,White,2106-3,70.0
Stomach,21020,2013,30-34 years,30-34,Male,M,Black or African American,2054-5,21.0
Stomach,21020,2013,30-34 years,30-34,Male,M,White,2106-3,74.0
Stomach,21020,2013,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,23.0
Stomach,21020,2013,35-39 years,35-39,Female,F,Black or African American,2054-5,24.0
Stomach,21020,2013,35-39 years,35-39,Female,F,White,2106-3,108.0
Stomach,21020,2013,35-39 years,35-39,Male,M,Black or African American,2054-5,37.0
Stomach,21020,2013,35-39 years,35-39,Male,M,White,2106-3,130.0
Stomach,21020,2014,20-24 years,20-24,Female,F,White,2106-3,17.0
Stomach,21020,2014,20-24 years,20-24,Male,M,White,2106-3,22.0
Stomach,21020,2014,25-29 years,25-29,Female,F,White,2106-3,28.0
Stomach,21020,2014,25-29 years,25-29,Male,M,White,2106-3,34.0
Stomach,21020,2014,30-34 years,30-34,Female,F,Black or African American,2054-5,24.0
Stomach,21020,2014,30-34 years,30-34,Female,F,White,2106-3,59.0
Stomach,21020,2014,30-34 years,30-34,Male,M,White,2106-3,67.0
Stomach,21020,2014,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,19.0
Stomach,21020,2014,35-39 years,35-39,Female,F,Black or African American,2054-5,28.0
Stomach,21020,2014,35-39 years,35-39,Female,F,White,2106-3,126.0
Stomach,21020,2014,35-39 years,35-39,Male,M,Black or African American,2054-5,31.0
Stomach,21020,2014,35-39 years,35-39,Male,M,White,2106-3,151.0
Stomach,21020,2015,20-24 years,20-24,Female,F,White,2106-3,20.0
Stomach,21020,2015,25-29 years,25-29,Female,F,White,2106-3,29.0
Stomach,21020,2015,25-29 years,25-29,Male,M,White,2106-3,35.0
Stomach,21020,2015,30-34 years,30-34,Female,F,White,2106-3,71.0
Stomach,21020,2015,30-34 years,30-34,Male,M,Black or African American,2054-5,16.0
Stomach,21020,2015,30-34 years,30-34,Male,M,White,2106-3,61.0
Stomach,21020,2015,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,29.0
Stomach,21020,2015,35-39 years,35-39,Female,F,Black or African American,2054-5,45.0
Stomach,21020,2015,35-39 years,35-39,Female,F,White,2106-3,128.0
Stomach,21020,2015,35-39 years,35-39,Male,M,Black or African American,2054-5,23.0
Stomach,21020,2015,35-39 years,35-39,Male,M,White,2106-3,135.0
Stomach,21020,2016,20-24 years,20-24,Female,F,White,2106-3,19.0
Stomach,21020,2016,20-24 years,20-24,Male,M,White,2106-3,18.0
Stomach,21020,2016,25-29 years,25-29,Female,F,White,2106-3,29.0
Stomach,21020,2016,25-29 years,25-29,Male,M,White,2106-3,46.0
Stomach,21020,2016,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,16.0
Stomach,21020,2016,30-34 years,30-34,Female,F,Black or African American,2054-5,20.0
Stomach,21020,2016,30-34 years,30-34,Female,F,White,2106-3,78.0
Stomach,21020,2016,30-34 years,30-34,Male,M,Black or African American,2054-5,24.0
Stomach,21020,2016,30-34 years,30-34,Male,M,White,2106-3,74.0
Stomach,21020,2016,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,21.0
Stomach,21020,2016,35-39 years,35-39,Female,F,Black or African American,2054-5,40.0
Stomach,21020,2016,35-39 years,35-39,Female,F,White,2106-3,137.0
Stomach,21020,2016,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,24.0
Stomach,21020,2016,35-39 years,35-39,Male,M,Black or African American,2054-5,33.0
Stomach,21020,2016,35-39 years,35-39,Male,M,White,2106-3,153.0
Stomach,21020,2017,20-24 years,20-24,Female,F,White,2106-3,16.0
Stomach,21020,2017,20-24 years,20-24,Male,M,White,2106-3,17.0
Stomach,21020,2017,25-29 years,25-29,Female,F,White,2106-3,37.0
Stomach,21020,2017,25-29 years,25-29,Male,M,White,2106-3,35.0
Stomach,21020,2017,30-34 years,30-34,Female,F,Black or African American,2054-5,17.0
Stomach,21020,2017,30-34 years,30-34,Female,F,White,2106-3,87.0
Stomach,21020,2017,30-34 years,30-34,Male,M,Black or African American,2054-5,23.0
Stomach,21020,2017,30-34 years,30-34,Male,M,White,2106-3,78.0
Stomach,21020,2017,35-39 years,35-39,Female,F,Black or African American,2054-5,40.0
Stomach,21020,2017,35-39 years,35-39,Female,F,White,2106-3,138.0
Stomach,21020,2017,35-39 years,35-39,Male,M,Black or African American,2054-5,31.0
Stomach,21020,2017,35-39 years,35-39,Male,M,White,2106-3,159.0
Stomach,21020,2018,20-24 years,20-24,Male,M,White,2106-3,19.0
Stomach,21020,2018,25-29 years,25-29,Female,F,White,2106-3,35.0
Stomach,21020,2018,25-29 years,25-29,Male,M,White,2106-3,43.0
Stomach,21020,2018,30-34 years,30-34,Female,F,Black or African American,2054-5,18.0
Stomach,21020,2018,30-34 years,30-34,Female,F,White,2106-3,91.0
Stomach,21020,2018,30-34 years,30-34,Male,M,White,2106-3,85.0
Stomach,21020,2018,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,20.0
Stomach,21020,2018,35-39 years,35-39,Female,F,Black or African American,2054-5,40.0
Stomach,21020,2018,35-39 years,35-39,Female,F,White,2106-3,161.0
Stomach,21020,2018,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,19.0
Stomach,21020,2018,35-39 years,35-39,Male,M,Black or African American,2054-5,36.0
Stomach,21020,2018,35-39 years,35-39,Male,M,White,2106-3,158.0
Stomach,21020,2019,20-24 years,20-24,Female,F,White,2106-3,20.0
Stomach,21020,2019,25-29 years,25-29,Female,F,White,2106-3,25.0
Stomach,21020,2019,25-29 years,25-29,Male,M,White,2106-3,53.0
Stomach,21020,2019,30-34 years,30-34,Female,F,Black or African American,2054-5,19.0
Stomach,21020,2019,30-34 years,30-34,Female,F,White,2106-3,70.0
Stomach,21020,2019,30-34 years,30-34,Male,M,White,2106-3,75.0
Stomach,21020,2019,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,20.0
Stomach,21020,2019,35-39 years,35-39,Female,F,Black or African American,2054-5,34.0
Stomach,21020,2019,35-39 years,35-39,Female,F,White,2106-3,150.0
Stomach,21020,2019,35-39 years,35-39,Male,M,Black or African American,2054-5,49.0
Stomach,21020,2019,35-39 years,35-39,Male,M,White,2106-3,151.0
Stomach,21020,2020,20-24 years,20-24,Female,F,White,2106-3,23.0
Stomach,21020,2020,20-24 years,20-24,Male,M,White,2106-3,17.0
Stomach,21020,2020,25-29 years,25-29,Female,F,White,2106-3,31.0
Stomach,21020,2020,25-29 years,25-29,Male,M,White,2106-3,40.0
Stomach,21020,2020,30-34 years,30-34,Female,F,Black or African American,2054-5,21.0
Stomach,21020,2020,30-34 years,30-34,Female,F,White,2106-3,81.0
Stomach,21020,2020,30-34 years,30-34,Male,M,White,2106-3,60.0
Stomach,21020,2020,35-39 years,35-39,Female,F,Black or African American,2054-5,41.0
Stomach,21020,2020,35-39 years,35-39,Female,F,White,2106-3,123.0
Stomach,21020,2020,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,25.0
Stomach,21020,2020,35-39 years,35-39,Male,M,Black or African American,2054-5,30.0
Stomach,21020,2020,35-39 years,35-39,Male,M,White,2106-3,145.0
Stomach,21020,2021,20-24 years,20-24,Female,F,White,2106-3,22.0
Stomach,21020,2021,20-24 years,20-24,Male,M,White,2106-3,17.0
Stomach,21020,2021,25-29 years,25-29,Female,F,White,2106-3,35.0
Stomach,21020,2021,25-29 years,25-29,Male,M,White,2106-3,41.0
Stomach,21020,2021,30-34 years,30-34,Female,F,Black or African American,2054-5,31.0
Stomach,21020,2021,30-34 years,30-34,Female,F,White,2106-3,84.0
Stomach,21020,2021,30-34 years,30-34,Male,M,Black or African American,2054-5,26.0
Stomach,21020,2021,30-34 years,30-34,Male,M,White,2106-3,87.0
Stomach,21020,2021,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,26.0
Stomach,21020,2021,35-39 years,35-39,Female,F,Black or African American,2054-5,54.0
Stomach,21020,2021,35-39 years,35-39,Female,F,White,2106-3,155.0
Stomach,21020,2021,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,22.0
Stomach,21020,2021,35-39 years,35-39,Male,M,Black or African American,2054-5,26.0
Stomach,21020,2021,35-39 years,35-39,Male,M,White,2106-3,163.0
Thyroid,32010,1999,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,22.0
Thyroid,32010,1999,20-24 years,20-24,Female,F,Black or African American,2054-5,41.0
Thyroid,32010,1999,20-24 years,20-24,Female,F,White,2106-3,551.0
Thyroid,32010,1999,20-24 years,20-24,Male,M,White,2106-3,109.0
Thyroid,32010,1999,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,53.0
Thyroid,32010,1999,25-29 years,25-29,Female,F,Black or African American,2054-5,64.0
Thyroid,32010,1999,25-29 years,25-29,Female,F,White,2106-3,855.0
Thyroid,32010,1999,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,18.0
Thyroid,32010,1999,25-29 years,25-29,Male,M,White,2106-3,206.0
Thyroid,32010,1999,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,62.0
Thyroid,32010,1999,30-34 years,30-34,Female,F,Black or African American,2054-5,94.0
Thyroid,32010,1999,30-34 years,30-34,Female,F,White,2106-3,1226.0
Thyroid,32010,1999,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,31.0
Thyroid,32010,1999,30-34 years,30-34,Male,M,White,2106-3,245.0
Thyroid,32010,1999,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,64.0
Thyroid,32010,1999,35-39 years,35-39,Female,F,Black or African American,2054-5,115.0
Thyroid,32010,1999,35-39 years,35-39,Female,F,White,2106-3,1453.0
Thyroid,32010,1999,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,20.0
Thyroid,32010,1999,35-39 years,35-39,Male,M,Asian or Pacific Islander,A-PI,19.0
Thyroid,32010,1999,35-39 years,35-39,Male,M,White,2106-3,374.0
Thyroid,32010,2000,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,26.0
Thyroid,32010,2000,20-24 years,20-24,Female,F,Black or African American,2054-5,46.0
Thyroid,32010,2000,20-24 years,20-24,Female,F,White,2106-3,567.0
Thyroid,32010,2000,20-24 years,20-24,Male,M,White,2106-3,76.0
Thyroid,32010,2000,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,62.0
Thyroid,32010,2000,25-29 years,25-29,Female,F,Black or African American,2054-5,64.0
Thyroid,32010,2000,25-29 years,25-29,Female,F,White,2106-3,958.0
Thyroid,32010,2000,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,19.0
Thyroid,32010,2000,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,16.0
Thyroid,32010,2000,25-29 years,25-29,Male,M,White,2106-3,194.0
Thyroid,32010,2000,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,81.0
Thyroid,32010,2000,30-34 years,30-34,Female,F,Black or African American,2054-5,95.0
Thyroid,32010,2000,30-34 years,30-34,Female,F,White,2106-3,1269.0
Thyroid,32010,2000,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,31.0
Thyroid,32010,2000,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,17.0
Thyroid,32010,2000,30-34 years,30-34,Male,M,Black or African American,2054-5,16.0
Thyroid,32010,2000,30-34 years,30-34,Male,M,White,2106-3,301.0
Thyroid,32010,2000,35-39 years,35-39,Female,F,Asian or Pacific Islander,A-PI,81.0
Thyroid,32010,2000,35-39 years,35-39,Female,F,Black or African American,2054-5,132.0
Thyroid,32010,2000,35-39 years,35-39,Female,F,White,2106-3,1557.0
Thyroid,32010,2000,35-39 years,35-39,Female,F,Other Races and Unknown combined,2131-1,20.0
Thyroid,32010,2000,35-39 years,35-39,Male,M,Black or African American,2054-5,27.0
Thyroid,32010,2000,35-39 years,35-39,Male,M,White,2106-3,391.0
Thyroid,32010,2001,20-24 years,20-24,Female,F,Asian or Pacific Islander,A-PI,31.0
Thyroid,32010,2001,20-24 years,20-24,Female,F,Black or African American,2054-5,41.0
Thyroid,32010,2001,20-24 years,20-24,Female,F,White,2106-3,649.0
Thyroid,32010,2001,20-24 years,20-24,Male,M,White,2106-3,102.0
Thyroid,32010,2001,25-29 years,25-29,Female,F,Asian or Pacific Islander,A-PI,57.0
Thyroid,32010,2001,25-29 years,25-29,Female,F,Black or African American,2054-5,83.0
Thyroid,32010,2001,25-29 years,25-29,Female,F,White,2106-3,949.0
Thyroid,32010,2001,25-29 years,25-29,Female,F,Other Races and Unknown combined,2131-1,18.0
Thyroid,32010,2001,25-29 years,25-29,Male,M,Asian or Pacific Islander,A-PI,16.0
Thyroid,32010,2001,25-29 years,25-29,Male,M,White,2106-3,163.0
Thyroid,32010,2001,30-34 years,30-34,Female,F,Asian or Pacific Islander,A-PI,82.0
Thyroid,32010,2001,30-34 years,30-34,Female,F,Black or African American,2054-5,99.0
Thyroid,32010,2001,30-34 years,30-34,Female,F,White,2106-3,1436.0
Thyroid,32010,2001,30-34 years,30-34,Female,F,Other Races and Unknown combined,2131-1,29.0
Thyroid,32010,2001,30-34 years,30-34,Male,M,Asian or Pacific Islander,A-PI,17.0
